StPostal,Fips,Category_001,Category_002,Category_003,Category_004,Category_005,Category_006,Category_010,Category_011,Category_012,Category_013,Category_014,Category_021,Category_022,Category_023,Category_024,Category_025,Category_026,Category_027,Category_028,Category_029,Category_030,Category_031,Category_032,Category_033,Category_034,Category_035,Category_036,Category_037,Category_038,Category_039,Category_041,Category_042,Category_043,Category_044,Category_045,Category_046,Category_047,Category_048,Category_049,Category_050,Category_051,Category_052,Category_053,Category_054,Category_055,Category_056,Category_057,Category_058,Category_059,Category_060,Category_061,Category_066,Category_067,Category_068,Category_069,Category_070,Category_071,Category_072,Category_074,Category_075,Category_076,Category_077,Category_092,Category_111,Category_112,Category_121,Category_122,Category_123,Category_124,Category_131,Category_141,Category_142,Category_143,Category_152,Category_176,Category_190,Category_195,Category_204,Category_205,Category_206,Category_207,Category_208,Category_209,Category_211,Category_212,Category_213,Category_214,Category_215,Category_216,Category_217,Category_218,Category_219,Category_220,Category_221,Category_222,Category_223,Category_224,Category_225,Category_226,Category_227,Category_229,Category_231,Category_232,Category_233,Category_236,Category_237,Category_238,Category_240,Category_241,Category_242,Category_243,Category_244,Category_245,Category_246,Category_247,Category_248,Category_249,Category_250,Category_254,Corn_all,Cotton_all,Sorghum_all,Soybeans_all,Barley_all,Wheat_Durum_all,Wheat_Winter_all,Oats_all,Canteloupe_all,Lettuce_all
KS,20177,152531,3,4,834,176965,0,0,0,0,0,0,4,0,0,5473,0,3985,253,98,0,0,0,0,0,0,0,3378,40306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,279,0,9,0,0,0,0,0,0,0,5,0,0,0,0,30170,0,114051,113473,39513,16782,2208,219869,104,2206,106,667567,8348,1078,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,192,0,0,0,0,0,0,0,0,0,0,0,152531,3,837,181142,4,0,9461,290,0,0
KS,20179,726119,52,0,134852,48527,43,0,0,0,0,0,73,0,778,354486,0,8,10,9620,0,0,1,0,0,0,0,20769,2460,0,0,0,13,0,0,0,0,0,0,0,0,0,0,617,0,0,0,0,0,0,0,269009,0,0,0,0,0,0,0,0,0,0,0,0,690,0,76671,2107,341,127,168,2435,3,22,104,901366,25244,80,0,2063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,874,9,0,0,0,0,0,478,0,1,0,0,0,0,0,0,0,0,0,0,0,0,727002,53,135330,48535,73,0,355847,9629,0,0
KS,20181,789203,16,0,131721,9448,15672,0,0,0,0,0,550,0,0,719300,0,0,0,1203,131,0,0,0,0,0,0,6999,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421,0,0,0,0,0,0,0,498605,0,0,0,0,0,0,0,0,0,0,0,0,288,0,99527,6565,1436,366,37,1069,7,1,247,754042,1520,63,0,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,789214,16,131847,9448,550,0,719437,1203,0,0
KS,20183,256359,5,0,220374,356169,532,0,0,0,0,0,19,0,0,436443,0,34,39,5990,16,0,0,0,0,0,0,30800,6485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,90,481,0,99610,0,0,0,0,0,0,0,0,0,0,0,0,8155,0,75035,25707,2465,382,311,66502,0,2,27,969169,17281,726,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,0,0,0,0,0,0,352,1,0,0,0,0,0,0,0,0,0,0,0,0,0,256747,5,220726,356203,20,0,437216,5990,0,0
KS,20185,250373,21593,0,107721,122469,11,0,0,0,0,0,9,0,0,608564,0,3096,94128,210,63,0,182,0,0,0,0,103132,1413,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,13,0,62,0,63676,0,0,0,0,0,0,0,0,0,0,0,0,30526,0,92627,9262,1168,265,500,10886,0,0,624,702258,44986,4517,0,6001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,6549,0,127,0,0,0,0,0,0,0,0,0,0,0,0,250404,21720,114270,125565,9,0,618367,210,0,0
KS,20187,350754,14,0,150266,85,6,0,0,0,0,0,1337,0,0,498599,0,0,0,1,4,0,1,0,0,0,0,6177,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390094,0,0,0,0,0,0,0,0,0,0,0,0,233,0,73553,1580,513,100,258,1073,88,1,60142,417361,2340,381,0,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,1149,460,0,0,0,0,0,0,0,0,0,0,0,0,0,351334,14,151415,85,1797,0,499868,1,0,0
KS,20189,530517,55147,0,180309,38975,35,0,0,0,0,0,29,0,0,290231,0,39,1,6,8,0,2435,0,0,0,0,9043,278,0,0,0,0,164,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,247588,0,0,0,0,0,0,0,0,0,0,0,0,823,0,95475,4317,573,103,334,268,3,0,105553,519907,270,284,0,1775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6370,0,0,0,0,0,0,2927,38,352,0,0,0,0,0,0,0,0,0,0,0,0,536925,55499,183236,39014,67,0,299919,6,0,0
KS,20191,174363,105171,0,94151,547921,359,0,0,0,0,0,75,0,0,1121665,0,308635,166,659,27,0,13419,0,0,0,0,21344,8609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,45,76,0,125,0,0,0,0,0,0,0,0,0,0,0,0,36512,0,135135,33356,4244,1348,830,101845,3,118,350,609865,67371,860,0,1197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,558,3,0,0,0,0,0,18263,0,830,10,0,0,0,0,0,0,0,0,0,0,282,174924,106001,112414,856848,357,0,1449951,672,0,0
KS,20193,1172791,73,0,158426,60012,2941,0,0,0,0,0,47,0,0,678277,0,3,3,1790,3,0,9,0,0,0,0,6743,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,712,0,0,0,0,0,0,0,407359,0,0,0,0,0,0,0,0,0,0,0,0,251,0,99353,6929,1574,535,148,809,0,2,89,486596,4387,61,0,2838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1172818,73,158444,60015,47,0,678325,1790,0,0
KS,20195,114280,10,0,323902,2434,3,0,0,0,0,0,920,0,0,372749,0,3,3,829,0,0,0,0,0,0,0,10952,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850,0,0,0,0,0,2,0,346812,0,0,0,0,0,0,0,0,0,0,0,0,28078,0,86761,7689,1579,394,2222,854,0,2,610,1228952,49503,2159,0,2175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,2201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114315,10,326103,2437,920,0,374988,829,0,0
KS,20197,108695,1,25,2066,157571,0,0,0,0,0,0,11,0,0,5953,0,307,5,318,3,0,0,0,0,0,0,10156,47682,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,59,1252,0,126,0,0,0,0,0,0,0,2,0,0,0,0,17560,0,57592,17737,3969,495,1700,133173,14,274,69,1726239,6973,1182,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,40,0,0,13,0,0,0,0,0,0,0,0,0,0,0,108701,1,2106,157891,11,0,6306,331,0,0
KS,20199,460297,20,0,163761,755,1186,0,0,0,0,0,25,0,0,303750,0,0,2963,3,23,0,0,0,0,0,0,1851,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319284,0,0,0,0,0,0,0,0,0,0,0,0,176,0,76464,1507,404,127,26,939,3,16,315,1292787,2932,189,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460318,20,163800,755,25,0,303810,3,0,0
KS,20201,435209,7,0,66265,555660,79,0,0,0,0,0,104,0,0,151046,0,8104,13,11513,556,0,9,0,0,0,0,39554,24602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,180,0,130,0,0,0,0,0,0,0,0,0,0,0,0,16927,0,91688,11223,1237,367,729,204523,325,626,34,959624,3414,921,0,912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,568,216,0,0,0,0,0,530,0,0,3,0,0,0,0,0,0,0,0,0,0,0,435993,7,66795,563767,104,0,160248,11732,0,0
KS,20203,405642,5,0,168771,1407,571,0,0,0,0,0,47,0,0,552452,0,24,0,146,1,0,1,0,0,0,0,1313,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,464188,0,0,0,0,0,0,0,0,0,0,0,0,1277,0,66918,1686,456,124,282,282,10,0,338,400855,429,37,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,42,3,0,0,0,0,0,0,0,0,0,0,0,0,0,405797,5,168813,1431,50,0,552670,146,0,0
KS,20205,187111,1,0,348,219410,23,0,0,0,0,0,11,0,0,7890,0,131366,14,394,0,0,0,0,0,0,0,1407,37761,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,127,9,0,44,0,0,0,0,0,0,0,12,0,0,0,0,8986,0,59506,20324,3126,743,2060,231951,75,3033,189,728517,9307,769,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187217,1,443,350776,11,0,139457,394,0,0
KS,20207,90827,1,0,1548,160928,24,0,0,0,0,0,3,0,0,5742,0,28974,29,527,0,0,0,0,0,0,0,3441,43456,0,0,0,0,0,686,0,0,0,0,0,0,0,0,0,0,0,0,0,408,1,0,22,0,0,0,0,0,0,0,3,0,0,0,0,21082,0,52575,8523,688,137,787,164070,9,491,182,865229,3520,370,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,40,0,0,14,0,0,0,0,0,0,0,0,0,0,0,90829,1,1588,189916,3,0,34758,541,0,0
KS,20209,10681,2,0,20,20812,0,0,0,0,0,0,0,0,0,480,0,426,0,86,0,0,0,0,0,0,0,35,2646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,41,0,1,0,0,0,0,0,0,0,23,0,0,0,0,14654,0,69828,87717,42134,28461,2647,87741,1,122,1423,74264,3501,999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10685,2,20,21243,0,0,910,91,0,0
KY,21001,33213,0,0,2,47769,0,0,838,0,1,0,0,0,0,102,0,2326,3,1,5,0,0,0,0,0,0,819,179867,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,6,34,0,3,0,0,0,0,0,0,0,0,0,0,0,0,19203,0,50278,4691,2278,773,770,671809,8250,1735,836,160231,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33653,0,3,50095,0,0,2869,1,0,0
KY,21003,27568,0,0,1,23307,1,0,3934,0,2,0,0,0,0,230,0,6573,1,0,19,0,0,0,0,0,0,458,143093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,245,0,30,0,0,0,0,0,0,0,0,0,0,0,0,18020,0,52052,3852,2233,833,546,508674,5220,387,241,215294,14,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,27786,0,1,29883,0,0,7021,3,0,0
KY,21005,1868,0,0,1,4602,3,0,107,0,0,0,0,0,0,13,0,54,0,0,0,0,0,0,0,0,0,674,42283,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,6,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3994,0,25789,6747,3608,1117,251,329753,35102,7029,462,124451,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1892,0,1,4656,0,0,91,0,0,0
KY,21007,142674,0,0,1,158193,0,0,15,0,33,0,0,0,0,49,0,60130,0,0,0,0,0,0,0,0,0,442,12599,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4110,0,0,0,0,0,0,0,0,0,0,0,0,63435,0,24651,1923,749,474,115,162140,515,0,81,65266,76969,13003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142677,0,1,218323,0,0,60182,0,0,0
KY,21009,99406,0,0,7,125729,1,0,20998,0,27,0,0,0,0,779,0,6669,54,0,6,0,0,0,0,0,0,4073,266570,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,9,156,0,52,0,0,0,0,0,0,0,0,0,0,0,0,26933,0,80969,10808,7214,1763,1291,438507,12291,812,368,330308,20,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2836,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,102246,0,11,132399,1,0,10288,4,0,0
KY,21011,4364,0,0,0,29442,0,0,277,0,0,0,0,0,0,19,0,43,1,0,33,0,0,0,0,0,0,2016,63026,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,50,7,0,27,0,0,0,0,0,0,0,0,0,0,0,0,14265,0,28674,10598,2783,327,243,394971,12137,4140,1503,247944,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4556,0,0,29486,0,0,253,0,0,0
KY,21013,56,0,0,2,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4004,0,52598,19944,6637,1602,19377,831051,1448,32699,7630,60128,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,2,221,0,0,0,0,0,0
KY,21015,5851,0,0,1,12984,3,0,182,0,4,0,0,0,0,41,0,133,0,0,3,0,0,0,0,0,0,955,45977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,38,0,48,0,0,0,0,0,0,0,0,0,0,0,0,33712,0,70198,41802,24994,13336,2347,355092,3243,138,2442,125408,315,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5858,0,1,13118,1,0,181,0,0,0
KY,21017,12699,0,0,1,40815,0,0,570,0,0,0,0,0,0,534,0,585,9,0,7,0,0,0,0,0,0,7793,100506,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,80,231,0,38,0,0,0,0,0,0,0,0,0,0,0,0,1267,0,46402,7816,2943,898,307,84292,242,55,541,530207,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12744,0,1,41400,0,0,1164,0,0,0
KY,21019,272,0,0,0,364,0,0,14,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,6958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6310,0,38285,36335,17719,5898,690,286464,3368,517,2436,60057,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,0,0,367,0,0,3,0,0,0
KY,21021,21613,0,0,1,14335,0,0,172,0,1,0,0,0,0,752,0,1879,2,0,6,0,0,0,0,0,0,1283,169843,0,0,0,0,0,107,0,0,0,1,0,0,0,0,0,0,0,0,0,6,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3057,0,31217,8205,4584,2505,612,177528,523,101,119,87762,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21638,0,1,16214,0,0,2656,0,0,0
KY,21023,2855,0,0,0,5719,0,0,323,0,0,0,0,0,0,16,0,24,0,0,0,0,0,0,0,0,0,1232,28034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,18283,0,24273,2605,1120,221,416,353544,28544,11201,6099,116692,15,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2857,0,0,5743,0,0,42,0,0,0
KY,21025,205,0,0,1,559,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21,2764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2266,0,51209,16782,4200,624,24762,1202632,1330,31899,493,85586,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,0,1,560,0,0,1,0,0,0
KY,21027,66914,0,0,14,170016,1,0,771,0,375,0,0,0,0,93,0,6697,0,0,0,0,0,0,0,0,0,1395,95739,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,44,0,50,0,0,0,0,0,0,0,0,0,0,0,0,39001,0,62067,2410,1455,222,903,959241,18961,476,661,255776,1329,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,66935,0,14,176775,0,0,6811,62,0,0
KY,21029,8714,0,0,1,24870,0,0,150,0,18,0,0,0,0,98,0,99,1,0,0,0,0,0,0,0,0,611,18555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,344,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4712,0,53482,22425,10786,4378,2891,532949,25587,449,450,93061,58483,922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8720,0,1,24969,0,0,203,0,0,0
KY,21031,67968,0,0,6,121975,0,0,141,0,2,0,0,0,0,54,0,2984,23,0,0,0,0,0,0,0,0,106,108488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,32,0,449,0,0,0,0,0,0,0,0,0,0,0,0,10271,0,39269,2775,1473,334,361,771717,11477,299,391,93226,4387,3558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68004,0,7,124959,0,0,3075,0,0,0
KY,21033,122149,0,0,38,136140,0,0,106,0,41,0,0,0,0,2562,0,59262,0,0,2,0,41,0,0,0,0,745,59359,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,959,0,0,0,0,0,0,0,0,0,0,0,0,4743,0,34945,3847,1423,1127,786,463706,31958,51,286,64848,9955,2832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122157,0,38,195402,0,0,61832,0,0,0
KY,21035,148556,0,0,68,201605,0,0,1815,0,159,0,0,0,0,256,0,43783,0,0,1,0,403,0,0,0,0,43,45337,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,859,0,0,0,0,0,0,0,0,0,0,0,0,71414,0,56249,7644,5153,2278,288,466382,19275,2,884,85046,24144,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148558,0,68,245388,0,0,44041,0,0,0
KY,21037,811,0,0,0,1842,0,0,10,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,135,14754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,25619,0,51351,24280,15020,5266,400,219027,17527,175,6834,76487,40,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,812,0,0,1846,0,0,8,0,0,0
KY,21039,122813,0,0,0,130791,0,0,0,0,75,0,0,0,0,16,0,24398,0,0,0,0,0,0,0,0,0,312,5678,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2345,0,0,0,0,0,0,0,0,0,0,0,0,26002,0,19680,1008,530,156,70,152345,407,0,48,39917,40312,5835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122817,0,0,155189,0,0,24418,0,0,0
KY,21041,2191,0,0,0,16623,0,0,178,0,1,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,369,26163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,25,0,13,0,0,0,0,0,0,0,0,0,0,0,0,23006,0,20964,7041,4116,1951,1191,224812,3882,236,1213,60446,473,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2194,0,0,16635,0,0,19,0,0,0
KY,21043,1266,0,0,2,3395,0,0,85,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,150,47241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4397,0,56834,29626,9129,1639,2742,888648,8158,5545,5587,121519,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1287,0,2,3395,0,0,23,0,0,0
KY,21045,31488,0,0,9,38341,0,0,496,0,0,0,0,0,0,146,0,450,15,0,1,0,0,0,0,0,0,820,197490,0,0,0,0,0,94,0,0,0,2,0,0,0,0,0,0,0,0,0,3,53,0,57,0,0,0,0,0,0,0,0,0,0,0,0,742,0,36997,1938,1098,549,521,854547,1053,348,660,114503,2,41,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31697,0,9,38791,0,0,805,0,0,0
KY,21047,346777,0,0,69,177575,0,0,8475,0,47,0,0,0,0,1406,0,235260,0,0,0,0,2,0,0,0,0,655,143133,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,392,0,0,0,0,0,0,0,0,0,0,0,0,8372,0,86619,27246,14697,6888,1401,837184,44574,59,1268,139890,215,1062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,346832,0,69,412841,6,0,236721,0,0,0
KY,21049,9447,0,0,0,23246,0,0,317,0,0,0,0,0,0,126,0,37,1,0,0,0,0,0,0,0,0,1164,88962,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,15,21,0,24,0,0,0,0,0,0,0,0,0,0,0,0,2201,0,40315,19806,8304,2714,621,178465,7640,4044,720,346045,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9477,0,0,23283,0,0,193,0,0,0
KY,21051,531,0,0,6,1439,0,0,54,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,28,16425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4906,0,60660,22015,4289,693,4158,1149657,492,17143,1906,71254,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531,0,6,1439,0,0,3,1,0,0
KY,21053,6953,0,0,65,9796,0,0,100,0,0,0,0,0,0,23,0,890,11,1,0,0,0,0,0,0,0,170,90265,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,5,0,0,0,0,0,0,0,0,0,17,0,0,22830,0,24076,14578,2619,746,583,331368,1279,3493,509,81006,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7058,0,65,10686,0,0,1017,2,0,0
KY,21055,92167,0,0,44,103615,0,0,13,0,12,0,0,0,0,217,0,12838,0,0,0,0,1,0,0,0,0,195,107005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,863,0,0,0,0,0,0,0,0,0,0,0,0,27453,0,29804,1495,610,332,410,560065,18827,9,225,92652,15137,3255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92167,0,44,116453,0,0,13055,0,0,0
KY,21057,10871,0,0,1,14252,0,0,109,0,0,0,0,0,0,138,0,810,0,0,0,0,0,0,0,0,0,149,59399,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,13531,0,23726,3243,893,293,253,708192,10243,1786,380,46180,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10897,0,2,15062,0,0,975,0,0,0
KY,21059,273731,0,0,775,391522,0,0,1228,0,1938,0,0,0,0,242,0,11993,4,0,0,0,0,0,0,0,0,660,60272,0,0,0,0,0,2,0,0,0,40,0,0,0,0,0,0,0,0,0,0,156,0,5545,0,0,0,0,0,0,0,0,0,0,0,0,46248,0,64972,31253,15020,6050,1002,334331,4327,21,272,107453,8238,3483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273774,0,775,403515,0,0,12278,0,0,0
